Word1	Word2	pwMI
head	dale	6.5972015471
say	louis's	4.47203775608
gate	flat	6.8152411865
necessarily	that	2.29693693353
river	at	2.02448206016
five	start	1.52627651124
be	confrontational	3.39163021
anyway	we	1.35310573472
oh	boy	3.31431365544
asleep	on	2.51783210209
folks	now	3.9953786006
review	for	3.38961730304
uh	fm	4.87610719055
this	bread	1.5963606506
knife	w	5.27427679991
itself	not	2.60394895427
suite	it	4.05684359278
get	trashed	4.18872976111
to	two	0.259610921255
other	gentus	4.58074028705
the	ex	-0.544566651972
over	how	0.00698083115725
great	handicap	5.17783443771
somebody	helen	5.2534668004
like	at	-0.91228751627
uh	manage	2.47821191775
x	are	4.38642400336
own	you	-0.124870390266
ladder	he	2.34745395673
other	person	2.08399917962
never	saw	3.35653752782
sausage	so	4.7573947868
wear	i	-0.458439212236
too	spicy	4.95045658225
say	stray	5.16518493664
mouth	of	1.16263718028
yeah	very	-0.602011561919
there's	two	2.52952523196
assurance	that	3.59621991766
stallion	either	5.24662526858
have	every	0.106899615538
book	god	1.74097687564
two	major	4.26721747992
unbelievable	wasn't	5.35620342018
i	that's	-2.72641877605
as	people	0.232944112785
go	but	-0.494034460632
casinos	we	4.99069189444
of	treatment	3.24207872196
he's	never	0.52883687689
into	your	1.80717889671
the	weight	1.84853244856
service	project	6.29644739308
cop	car	6.38227882893
israelite	to	1.54162643259
each	balloon	4.291696744
sock	all	2.93408984473
democracy	and	1.32304056998
something	okay	-0.64047994502
do	power	0.120589123024
backache	more	4.42564471651
isn't	from	1.15729324818
our	standardbred	5.74241301498
everything	um	0.576916561456
available	come	3.44281746084
diary	in	2.36606580393
figurine	with	5.35620342018
assume	something	3.17631621047
how	i	0.130514313942
here	be	-0.0423569944885
recycle	them	4.89032918428
daughter	uh	2.57352209756
with	white	1.22906903514
antonio	minneapolis	10.1294271912
x	everyone	3.72502552111
great	thanks	3.79154007659
or	to	-1.01189422905
look	down	1.62855445685
today	so	0.825569154074
about	bank	2.47063325321
good	about	-0.707420577138
truth	but	2.32378958
look	cause	-0.272733441188
say	sam	3.21927478759
he'd	build	4.30283728725
that	bread	0.7828092009
nly	for	5.18137677226
antique	mirror	10.2347877068
happen	t	2.80645451264
man's	action	10.3525707425
praise	god	5.29632493713
kid	nathan	6.52392934599
sidewall	well	5.10423174574
of	neighborhood	1.94279573783
the	tide	3.40667706661
cause	each	1.85379613659
spiral	fracture	11.3333999955
choice	no	1.99995742638
they're	wake	3.14804977232
uh	athletes	4.87610719055
union	if	2.91337871583
appease	the	3.40667706661
know	vr	4.50902632545
claim	and	1.16052164048
be	baggier	3.39163021
no	we've	1.39696134282
we'll	pay	3.23404818325
us	well	-0.516169119976
see	doe	2.20807299784
your	light	3.01171492268
until	after	4.34291331891
am	flight	9.43628001061
know	eaker	3.41041403678
more	confidence	6.50508625819
some	chemical	4.59603770244
i'll	find	3.34684972191
the	tip	2.71352988605
i	report	0.342338632516
go	near	2.02535836523
football	pool	7.64452054138
grace	which	4.29111382355
put	anything	2.49896592938
jokey	thing	6.03675068605
like	create	1.5394669262
about	like	-0.722069697354
brother	who	2.68010372109
them	that	-0.138800692452
lotta	bread	5.81193907763
wow	who	1.92979812669
guy	whose	4.85029264404
lessen	the	3.40667706661
uh	think	-1.1228293714
his	wife's	5.95350264195
consider	spiritual	7.64452054138
cruise	particularly	9.8670629267
luncheon	after	6.6329196297
convict	okay	5.43716229833
crank	out	5.53228917688
naughty	boy	8.03756312949
more	stability	5.81193907763
gr	it	3.36369641222
please	sometime	5.90405436654
funny	it's	0.937006420495
margaret	yeah	1.75495030195
three	what	0.200827601817
cab	my	3.12836373505
ha	and	-0.187551507821
okay	stephanie	2.72911209723
so	ron	1.35619740514
somewhat	altruistic	10.3525707425
supposedly	we're	4.7285532363
who	they	0.715233466488
ahead	so	0.806151068217
whether	this	1.48303196529
yep	on	1.32158134386
consider	and	0.467374459919
apathy	yeah	3.48955135734
of	f	0.17402578683
seventy	hour	3.91162420185
oh	gooey	3.61441824789
there's	people	0.60415929785
we	sin	1.94616945672
x	sit	2.04101891318
minute	cause	1.81183193749
couldn't	find	4.24900594285
again	fling	6.96818047914
respond	or	3.09856971505
penguin	get	0.821433931127
float	around	5.21677230543
represent	everything	5.41092831987
right	low	2.11601780873
join	you	1.03156146929
the	fad	3.40667706661
but	varsity	3.50244457634
oh	barbara	2.36165527939
down	well	0.452655186938
yeah	have	-1.68250967635
a	rice	1.17413391952
either	that'll	4.77662163934
remember	some	1.70012576417
with	fourth	1.9889075902
eventually	like	1.73052216296
ed's	the	2.71352988605
could	hear	3.46917219501
tape	heck	6.41585512446
that	by	-0.147778835675
not	require	3.73241420609
liquified	air	8.16933240712
different	shape	4.23999536963
area	now	1.66462263064
don't	just	-1.48624617956
neck	oh	3.20895313978
he	stop	2.08508969227
stay	after	2.88341555377
disappear	balloon	6.74843251682
logical	arrangement	9.09980777399
nothing	great	2.60195600971
the	la	0.978928830661
at	for	-1.79216624726
subject	and	1.06521146067
italy	and	2.21034376498
walter	arensebergs	10.4861021351
continue	my	2.69304566379
they're	sing	4.20410244656
parent	who	2.9230498997
have	write	-0.15220908447
zeke	the	3.40667706661
mean	tim	3.32459096619
vacation	check	5.60438304966
this	thing	1.63885070222
i'm	sober	3.97033180268
take	passage	3.6255882203
nice	pen	6.35666625307
measure	alright	3.87290968967
so	do	-0.844724034082
still	stupid	3.64815638752
of	willie	1.24964855727
listen	carefully	7.38215627691
doctor	mosely	8.51998927873
real	cool	3.05836329457
a	qu	1.3817732843
sticker	i	1.82394317344
ma	my	2.58182002868
helicopter	too	5.86674731413
naretto	at	5.45846926464
remember	see	0.506083528046
that	race	0.475324501152
astounding	to	3.93952170539
roll	aah	7.86766409269
gosh	i	1.09800617006
and	may	-1.03670293686
form	off	2.95500920696
hear	several	4.58229852656
warm	but	2.40383228767
shit	i'm	1.46889585094
be	darlee	2.29301792133
four	friend	2.48106879047
wedding	reception	8.74313283005
the	proposal	1.61491759738
of	william	4.34069101063
ac	on	3.29102199032
subject	to	2.23477361315
didn't	raise	3.1999104204
israel	and	1.85366882104
all	w	0.0530204795008
and	vanilla	1.85366882104
dental	problem	7.81689176732
she	wa	2.25659101614
little	container	4.89085982903
near	me	2.49547687758
all	what'd	2.58578315047
articulate	that's	5.17360013357
the	upper	2.71352988605
henry	margaret	6.65435996094
away	first	2.38494400315
these	unhunh	1.11857488091
how	impress	4.98601078584
verbal	threat	9.94710563437
hole	no	2.23175904044
be	sleeping	2.69848302944
kick	that	1.32753637634
he's	mellower	6.03009508744
with	claire	3.96990905906
talk	stratosphere	6.66682118138
do	duet	3.83416118973
recent	phenomenon	10.8225743717
this	money	0.0616462843576
vote	everyone	5.47166455506
rodeo	for	5.18137677226
basically	they'd	4.80544207787
help	mhm	1.80418173994
they	because	-1.56999111866
a	injury	2.33728472932
people	a	-1.20656895274
it's	you're	-1.2009566928
yes	in	-0.268517245292
arch	cause	5.40914419808
this	country	2.94343429856
mention	it	2.18504141587
go	and	0.1752790636
broadcast	system	7.6613276597
my	job	2.10853232424
oo	but	1.63064239944
three	like	-0.466702414372
little	beepbeepbeep	3.71220483268
spade	would	2.94222364466
a	touch	0.727846816891
rite	twice	9.72396208306
buy	tape	3.17326277298
until	nineteen	3.47759695302
don't	underst	5.23457693007
burp	okay	4.05086793721
this	duct	2.250287118
thank	you	3.49626541176
that's	mighty	4.0749878449
push	me	2.34887340339
refreshing	grace	9.17391574614
grader	before	4.14347782475
live	it	-0.840996207175
you	argue	2.06118088647
just	for	-0.153151976247
i'm	all	-1.43324607453
trouble	he	1.5145448338
or	explicit	5.40115480805
that	year	-0.249188338687
and	thursdays	3.46310673347
current	thirty	5.25118108512
hush	hush	10.2347877068
load	the	1.20945248927
spillway	now	3.3763393922
and	maintain	1.85366882104
card	dealer	7.64452054138
that	knee	1.16847168171
bother	she	1.96890894369
young	i've	3.30233981525
biggest	horse	4.92817153746
sight	just	3.22628252474
so	scar	2.74249176626
later	yeah	0.545112378175
fitting	em	5.71541751064
save	when	2.61539066465
liability	tri	9.94710563437
really	icky	5.134921279
ex	two	2.16180045183
minute	two	1.82258472927
test	somewhere	5.69861039232
however	it	2.11093344372
i	kne	3.43338108587
sized	egg	7.89941279101
it's	make	-0.66526300246
afghan	oh	4.30756542845
echado	la	8.90565175955
they	regard	3.35726256649
right	that	-0.902663397811
that	sucker	2.61539066465
regularly	do	3.83416118973
have	respect	2.98328513146
every	boy	3.77488325245
the	threequarters	3.40667706661
or	chrysler	4.70800762749
go	listen	1.30623569826
correct	alright	4.19136342079
don't	waste	2.93199183707
it's	fence	2.07198635333
that	place	-0.932788907363
bicycle	with	4.66305623962
family	no	1.07679381522
farther	which	5.75745089235
a	judy	1.1135092977
sean	mm	4.54743577357
mansion	yeah	3.89501646545
and	f	-0.298093382221
car	wreck	7.07542600949
year	it's	-0.387127541892
year	for	0.525038299701
she	uh	0.0477934532486
it'd	be	2.92162658075
navy	i	0.794323756259
mira	l	6.94307455801
tomb	and	3.05764162536
you're	an	1.41666721621
not	but	-0.496673135942
the	seventy	0.174556014991
be	die	1.20839187464
so	judy	1.92418144274
spiritual	source	8.15534616515
around	okay	1.21765459315
pr	a	2.15496317253
assistant	but	3.50244457634
preakness	however	10.4861021351
know	religious	2.5631161764
um	sabrina	3.70618022763
take	him	2.07372015969
quite	cool	4.31112626307
matt	yeah	1.45266943008
alumnus	mm	5.93373013469
class	situation	5.23607505769
up	the	0.623725557334
perfect	life	4.2686409677
i'm	serious	2.80718099287
them	get	-0.357221065214
italian	family	7.44840566245
floor	plan	4.37685455234
truck	they	2.44097183462
interrupt	for	5.18137677226
this	if	-2.13844773541
never	buy	2.0787238097
amanda	her	4.89085982903
homing	star	9.0308149025
have	double	1.92723245721
an	oh	-0.949929943581
em	on	1.76738406769
some	repair	5.10686332621
apartment	she	2.00527658786
s	sliced	6.24992737745
nowadays	here	4.68053696614
other	fourth	3.15935460612
lcl	yeah	1.64372466684
i'd	do	1.23766347453
the	protagonist	3.40667706661
do	indonesian	3.14101400917
water	oh	-0.0930375918004
wasn't	necessarily	4.90421829644
tree	so	2.30065901398
that	truly	2.39224711333
through	that's	-0.129704774492
leg	yeah	0.580830460777
intention	be	3.39163021
believe	for	0.659588195215
mega	center	8.67859430891
college	name	4.17774351407
huge	arm	6.05358610051
send	them	3.51661360537
replacing	old	7.29621384711
we	break	0.686626801241
have	hm	-1.45936612503
pad	hop	8.48076856558
check	this	0.552556598423
humorous	well	5.10423174574
sudden	well	2.10849947219
tuesday	she's	4.0949031546
of	person	-0.101960245858
there	yeah	1.06918322869
still	hear	2.2692421337
lunch	what	1.13036356044
to	discuss	2.23477361315
when	y	0.705848159763
talking	we	3.60439753332
thing	too	0.857780077131
do	though	0.9299961097
exactly	managerial	7.82684209817
rotor	and	2.07681237235
man	might	2.45504195487
evidently	that	2.20992555654
be	committed	3.39163021
the	postage	2.71352988605
than	usual	6.70842718221
gay	aa	6.83359032516
maid	neat	7.61982792879
his	liver	4.56720828083
the	fact	2.18851962729
offense	but	4.88873893746
courtship	thing	5.34360350549
well	laundry's	5.10423174574
be	heavy	0.501258452101
maybe	t	2.28781634913
most	men	4.72091103232
write	or	0.879366230997
geography	the	2.02038270549
so	for	-1.39462843643
tomorrow	but	1.10454930354
be	darned	3.39163021
round	you	0.962568597804
so	whatever	0.15222460081
horse	that	0.841649700922
know	plastic	2.11113105265
freeze	what	3.32758813778
pneumonia	oh	3.39127469657
l.	why	2.82881934213
awfully	it's	3.86374582256
housing	provider	8.84849334571
roman	circus	10.1294271912
equality	peace	10.1294271912
typically	say	3.37342546741
little	figurine	6.27715419015
wow	wow	3.06774982991
kick	myself	5.53835592956
save	it	1.57193694299
a	later	0.596818554484
w	no	1.09988953002
plastic	container	7.03838473781
like	dreaming	4.67496114213
um	s	0.856299831093
be	multi	3.39163021
annoying	the	1.79723915418
talk	and	0.588287388584
watch	me	0.886038965146
know	so	0.330916389553
i	check	-0.136151610607
mortgage	they	3.35726256649
mention	to	1.78003745603
from	there	1.50254517246
believe	and	-1.05868184358
cry	no	3.37482309168
bread	or	2.87542616374
know	ordinary	3.81587914489
this	pretty	-0.377720375426
know	teach	0.334639055555
where's	my	1.99989848323
he	unh	1.12367852511
midnight	work	5.55884844995
to	axe	3.93952170539
they	don't	1.78022807811
bag	his	1.87596519805
s	call	1.18102317523
then	what	0.201802735975
mess	in	1.84281766016
appointment	but	4.1955917569
mind	as	2.92238246669
great	on	-0.225486237852
an	interesting	4.45698796708
you're	li	4.4769380109
servant	the	1.20945248927
good	rest	2.52055656198
have	midwife	2.57782002335
win	her	2.18280962792
nice	gentlemanly	7.45527854174
these	individual	4.2919883317
gonna	fight	3.23293510446
either	wait	3.09486306532
because	id	3.55351488042
with	ron	3.34130039964
correct	that's	2.40101141133
can	stack	3.8713765349
and	paint	1.30362248412
okay	hunh	1.13309720513
carmela	and	3.46310673347
indiana	i	1.82394317344
england	and	1.75835864123
determine	through	4.82612228311
that's	auto	2.53454280395
percent	the	0.0393812366228
seven	million	4.27206562858
have	down	-1.66829142734
pull	these	1.94591812677
vote	in	2.86505697005
they	well	-1.48561132214
mm	um	-0.153044592226
thigh	i	1.35393954419
yeah	kevin's	2.79640417678
last	season	5.71058658337
diaper	on	3.98416917088
the	teacher	2.2435262568
another	seat	4.08917247989
fir	tree	7.778051934
eleven	all	1.80807858188
fort	myers	11.7388651036
uh	park	2.57352209756
bedroom	it's	1.87131565787
there	sit	0.211519115971
a	real	2.18886472421
the	hourly	3.0012119585
salt	water	5.25882054168
deb	hello	8.76845063803
nasty	disposition	10.0341170114
role	but	3.79012664879
strongly	felt	8.79442612444
rob	decide	6.49711808854
see	tom	2.99653035821
live	a	-0.257969977632
another	stone	4.02463395875
mom	grandma	4.71778113931
fruition	and	3.46310673347
american	that	0.446336964278
tighten	up	4.05063881589
i'll	loan	4.08560741373
otter	lisa	9.43628001061
proposal	that	2.20992555654
you'll	provide	5.86674731413
pile	to	1.63693661239
peek	out	4.83914199632
within	that	2.05577487671
but	their	-0.0600209529213
wire	mhm	3.15579054307
propane	be	2.29301792133
right	off	1.51248278686
five	plus	4.13024252105
and	orville	2.3644944448
fifteen	mhm	1.45934125365
also	because	1.27427715143
spend	you	-0.488264284453
while	then	0.945687500989
may	which	2.35625351069
feather	they	2.17860757015
brazilian	music	8.04998564949
sc	because	6.11846423789
fuck	bad	3.85278370183
worst	part	5.04802282618
trouble	figure	5.09182544884
a	taller	3.94672264176
belly	but	4.1955917569
look	okay	-0.937862521499
on	abortion	4.38963427899
two	over	1.82716139629
oh	give	-0.726135138581
call	shoot	3.08644196293
of	horseman	4.34069101063
get	card	1.48067956001
know	if	2.15046196472
l	public	4.80300839451
have	s	-0.426211053018
this	date	1.98202313141
a	waste	1.64413754877
i'd	give	2.72237246026
the	burden	3.0012119585
evening	all	2.3744740568
glass	din	8.07530345747
ho	hum	8.69434266588
face	oh	2.41044544356
then	he'll	2.32151056224
other	shit	3.10892375249
rice	or	3.32171326637
else	hey	3.38254513777
science	be	1.49451022511
not	now	-1.05356123617
vfr	arrival	10.2347877068
go	off	2.68271643794
the	addition	1.79723915418
one	shoer	4.60238189501
those	pant	3.72867153112
know	fell	2.11113105265
other	i	-1.37336847351
happy	but	0.598279496308
be	okay	-0.65878079667
that	strange	1.60378975297
on	unhunh	0.405290611981
pour	me	2.10771134657
ho	honey	5.60330021252
account	we	1.3797739818
beepbeepbeep	sucker	8.48076856558
here	eight	0.896347332223
the	hunter	2.02038270549
yen	then	5.49956439259
x	the	-1.17317531139
it	what'd	1.22363024872
keep	pressure	4.83612236644
the	senior	1.46076691755
that	discharge	1.80446044843
step	of	1.66654236121
why	one	-0.479022469972
a	complaint	1.46181599197
just	part	0.273109865609
number	be	-0.510342459578
would	rather	3.05344927977
eat	much	1.8474501323
right	into	1.36730077701
see	forego	2.66005812159
affection	between	7.56447783371
oh	ground	1.53497670621
they	tell	1.40298416777
inside	a	0.614518131584
wick	perpendicular	11.7388651036
really	humiliate	5.82806845956
mathematical	and	2.76995955291
food	it	0.185642581868
ta	get	2.34290307062
hand	out	1.03247950655
computer	like	1.63043870441
he	it	-3.72512964166
say	ex	1.90708839862
and	order	-0.00262916932715
chicago	in	1.07821151562
big	when	0.381798443141
pamela	tucker	9.43628001061
warped	i	2.74023390531
what	if	0.691392040443
exercise	the	2.02038270549
applebaums	i	2.33476879721
implicit	be	3.39163021
pristine	land	9.65942356192
this	for	-0.825961124001
how	long	3.97104852646
same	he	-0.255235728711
just	tell	1.04148046741
rickie	okay	4.05086793721
late	unhunh	3.37249480192
plus	oh	1.63341677902
fireplace	be	1.19440563266
guide	because	4.73216987677
aw	wouldn't	3.38501471038
hey	zeus	7.28451780735
farm	here	3.69970771313
first	degree	4.13896314439
yeah	about	-1.50201437403
group	for	2.44053674834
be	drive	0.958016854596
only	like	0.379945884446
her	more	0.0625460917237
others	in	1.67291862337
punch	redial	9.25395845381
how	about	2.07388659614
drink	beth	5.85276107215
virgin	when	4.18400658256
incredible	resort	8.40666059343
week	this	-0.202043361351
hm	oh	1.11767714045
coffee	tomorrow	5.70338367108
his	home	1.04084775622
about	regular	2.5576446302
bulky	you	3.67061879891
put	oh	-1.24345429166
experienced	and	1.85366882104
liver	on	2.59787480976
nobody	w	3.48251733068
six	time	1.02611539195
turkey	and	2.07681237235
cartilage	and	2.3644944448
concept	that	2.3277085922
for	their	1.14890761376
scared	about	3.85692761433
manager	even	4.88030006881
anything	ah	2.52852473163
flip	it	1.34879339167
desert	of	2.95439664951
commend	his	5.95350264195
rewrite	it	3.36369641222
twenty	four	4.50622831118
chapter	four	4.50108691168
tape	deck	6.80151760528
any	specific	4.34375755704
bart	mhm	3.25110072288
el	peridico	10.1294271912
hear	noise	4.58229852656
be	suck	0.949283174627
favor	and	1.85366882104
dean	from	5.34694799021
but	no	0.388929267127
this	kitchen	2.69497293926
them	hunh	1.50255482295
sign	by	3.51611008913
the	actual	2.49038633474
drop	value	5.81193907763
swish	at	4.76532208408
rainbow	then	5.49956439259
cake	so	1.8670230289
building	knock	6.22947676697
room	he	-0.240310078494
d	could	1.78689695862
play	that's	0.548627320283
light	anymore	4.34069101063
or	nine	2.57779376043
friends	uhuh	9.43628001061
take	ac	4.23172402387
month	no	0.8239584741
section	be	0.619041487757
her	face	3.39920495225
sustain	but	3.09697946823
thief	on	5.08278145955
diameter	go	3.02388719534
okay	lady	1.7995761386
in	there	1.93812783997
the	soft	1.79723915418
hit	the	2.1303836007
them	different	2.04541980046
type	yeah	0.803974012092
it's	warm	3.170598642
an	n	1.83697883243
should	hold	3.24863209377
what	day	-0.619802011488
favor	of	3.82986538687
fear	factor	7.4511491484
being	a	1.86728110008
healthy	i	0.948474436087
price	on	2.13834248038
when	the	-0.523840521455
anybody	there	2.30908804224
when	uh	0.540124494378
folk	a	0.283160995629
he's	uh	0.0836279062579
decide	well	1.11524769918
serious	yeah	2.50872210433
like	see	-0.953858294052
trivia	guy	6.64205211327
the	patience	2.71352988605
already	think	0.791168651277
what's	good	1.13426220086
with	enough	0.7312306069
this	attorney	2.61801189813
development	organization	7.42137699007
custodial	account	7.4348000104
year	about	-0.393945750124
